Epoch,FID,IS_mean
10,70.37522640486662,4.87007793785599
20,50.677520983832494,5.744914178930158
30,39.65868712446439,6.629333909199754
40,40.65896833876184,6.742756864594935
50,37.793303222916336,6.624445002306993
60,35.00264357866854,6.810805455756788
70,34.15878349005152,6.709614360512136
80,33.408507461418935,6.6448842188633135
90,31.794525340587597,6.802621699108326
100,31.92909772351976,6.936329850916263
