Epoch,FID,IS_mean
10,343.4383895675469,1.76201315109078
20,314.52946798539745,1.8118230346310593
30,310.90746860550826,1.7890448580825609
40,286.39337716396255,1.8977815161361622
50,279.12489301065045,1.8997859672716746
60,266.7963344709417,1.9418406927520262
70,264.6056833625232,1.9302220043151035
80,257.4260920494768,1.9957313207736118
90,249.2691972691373,2.002421472003854
100,242.14918997461038,2.059143747275491
