Epoch,FID,IS_mean
50,349.36247655526,3.0803616882722897
100,389.95300463839544,2.832963019690339
150,257.79351402923385,3.9942039848629634
200,166.61818697560176,5.408866284341729
250,91.00132979394112,6.933473288389109
300,53.116604444809866,7.833324024504771
350,26.35974768487347,8.199293547580774
400,16.0285354549232,8.368906835360487
450,14.219431180571235,8.37567964914722
500,13.480317568651117,8.309587553536591
